Country Name,"Country Code","Series Name","Series Code","1970 [YR1970]","1971 [YR1971]","1972 [YR1972]","1973 [YR1973]","1974 [YR1974]","1975 [YR1975]","1976 [YR1976]","1977 [YR1977]","1978 [YR1978]","1979 [YR1979]","1980 [YR1980]","1981 [YR1981]","1982 [YR1982]","1983 [YR1983]","1984 [YR1984]","1985 [YR1985]","1986 [YR1986]","1987 [YR1987]","1988 [YR1988]","1989 [YR1989]","1990 [YR1990]","1991 [YR1991]","1992 [YR1992]","1993 [YR1993]","1994 [YR1994]","1995 [YR1995]","1996 [YR1996]","1997 [YR1997]","1998 [YR1998]","1999 [YR1999]","2000 [YR2000]","2001 [YR2001]","2002 [YR2002]","2003 [YR2003]","2004 [YR2004]","2005 [YR2005]","2006 [YR2006]","2007 [YR2007]","2008 [YR2008]","2009 [YR2009]","2010 [YR2010]","2011 [YR2011]","2012 [YR2012]","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]","2016 [YR2016]","2017 [YR2017]","2018 [YR2018]","2019 [YR2019]","2020 [YR2020]","2021 [YR2021]","2022 [YR2022]"
Bhutan,"BTN","Adjusted net enrollment rate, primary (% of primary school age children)","SE.PRM.TENR","..","..","..","..","..","..","..","..","22.03288","24.83532","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","53.94555","54.85842","57.64125","60.31058","..","..","..","70.22971","74.30881","..","80.37733","85.16719","87.53027","88.95249","91.47498","90.94823","..","90.13416","89.71099","89.69917","90.06547","..","..","..",".."
Bhutan,"BTN","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","..","..","..","..","..","..","..","..","13.23909","15.59164","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","50.22886","51.54562","54.78779","57.79673","..","..","..","70.34667","74.82616","..","81.56659","86.52828","89.16829","90.50276","92.8337","92.17162","..","91.41402","90.67862","90.30842","90.79405","..","..","..",".."
Bhutan,"BTN","Adjusted net enrollment rate, primary, male (% of primary school age children)","SE.PRM.TENR.MA","..","..","..","..","..","..","..","..","30.65911","33.90792","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","57.60078","58.11055","60.4271","62.76982","..","..","..","70.11571","73.8074","..","79.22421","83.84423","85.93596","87.44317","90.15238","89.7579","..","88.89096","88.77117","89.10776","89.35873","..","..","..",".."
Bhutan,"BTN","Adolescents out of school (% of lower secondary school age)","SE.SEC.UNER.LO.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","52.8612518310547","50.7157516479492","48.8170585632324","46.0739784240723","..","..","..","36.2640113830566","33.4434394836426","..","26.0267295837402","26.135139465332","22.4297103881836","19.7401695251465","16.5583095550537","18.6154098510742","..","15.0201797485352","14.4161901473999","13.1072702407837","12.0171699523926","..","..","13.0437202453613",".."
Bhutan,"BTN","Adolescents out of school, female (% of female lower secondary school age)","SE.SEC.UNER.LO.FE.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","57.3449287414551","54.7212600708008","52.3485717773438","48.5339889526367","..","..","..","36.2910194396973","32.5430183410645","..","25.39208984375","22.7202301025391","18.2051696777344","15.5354499816895","12.4104900360107","14.483229637146","..","11.1455497741699","9.36369037628174","7.32375001907349","5.84736013412476","..","..","6.69970512390137",".."
Bhutan,"BTN","Adolescents out of school, male (% of male lower secondary school age)","SE.SEC.UNER.LO.MA.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","48.4365196228027","46.7697906494141","45.3573417663574","43.6816787719727","..","..","..","36.237720489502","34.3128814697266","..","26.6370601654053","29.4243793487549","26.5096607208252","23.8011703491211","20.5740394592285","22.6276702880859","..","18.7880992889404","19.2981300354004","18.6926002502441","17.9922199249268","..","..","19.1674270629883",".."
Bhutan,"BTN","Children out of school (% of primary school age)","SE.PRM.UNER.ZS","..","..","..","..","..","..","..","..","77.9671173095703","75.164680480957","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","46.0544509887695","45.1415786743164","42.3587493896484","39.6894187927246","..","..","..","29.7702903747559","25.6911907196045","..","19.6226692199707","14.8328104019165","12.4697303771973","11.0475101470947","8.52501964569092","9.05177021026611","..","9.86583995819092","10.2890100479126","10.3008298873901","8.13619041442871","..","3.65422010421753","2.52104163169861",".."
Bhutan,"BTN","Children out of school, female (% of female primary school age)","SE.PRM.UNER.FE.ZS","..","..","..","..","..","..","..","..","86.7609100341797","84.4083633422852","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","49.7711410522461","48.4543800354004","45.2122116088867","42.2032699584961","..","..","..","29.6533298492432","25.1738395690918","..","18.4334106445313","13.4717197418213","10.8317098617554","9.49724006652832","7.16629981994629","7.82838010787964","..","8.58598041534424","9.32137966156006","9.69157981872559","7.3842601776123","..","2.20497989654541","..",".."
Bhutan,"BTN","Children out of school, male (% of male primary school age)","SE.PRM.UNER.MA.ZS","..","..","..","..","..","..","..","..","69.3408889770508","66.0920791625977","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","42.3992195129395","41.8894500732422","39.5728988647461","37.2301788330078","..","..","..","29.8842906951904","26.1926002502441","..","20.7757892608643","16.1557693481445","14.064040184021","12.556830406189","9.84762001037598","10.2420997619629","..","11.1090402603149","11.2288303375244","10.8922395706177","8.86557960510254","..","5.05943012237549","..",".."
Bhutan,"BTN","Children out of school, primary","SE.PRM.UNER","..","..","..","..","..","..","..","..","48225","48040","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","50326","50025","47316","44522","..","..","..","32516","27775","..","20625","15353","12718","11078","8424","8830","..","9398","9687","9574","7456","..","3252","1903.66369628906",".."
Bhutan,"BTN","Children out of school, primary, female","SE.PRM.UNER.FE","..","..","..","..","..","..","..","..","26574","26722","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","26967","26600","24949","23411","..","..","..","15987","13395","..","9538","6873","5449","4698","3493","3766","..","4030","4324","4437","3332","..","966","..",".."
Bhutan,"BTN","Children out of school, primary, male","SE.PRM.UNER.MA","..","..","..","..","..","..","..","..","21651","21318","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","23359","23425","22367","21111","..","..","..","16529","14380","..","11087","8480","7269","6380","4931","5064","..","5368","5363","5137","4124","..","2286","..",".."
Bhutan,"BTN","Compulsory education, duration (years)","SE.COM.DURS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
Bhutan,"BTN","Current education expenditure, primary (% of total expenditure in primary public institutions)","SE.XPD.CPRM.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","97.5767669677734","..","87.3964233398438","..","..","..","..","..","..",".."
Bhutan,"BTN","Current education expenditure, secondary (% of total expenditure in secondary public institutions)","SE.XPD.CSEC.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","98.5755996704102","..","86.3315887451172","..","..","..","..","..","..",".."
Bhutan,"BTN","Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)","SE.XPD.CTER.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
Bhutan,"BTN","Current education expenditure, total (% of total expenditure in public institutions)","SE.XPD.CTOT.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","85.9912719726563","..","..","..","..","..","..",".."
Bhutan,"BTN","Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)","SE.TER.CUAT.BA.FE.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","2.56905007362366","..","..","..","..","7.38642978668213","..","..","..","..",".."
Bhutan,"BTN","Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)","SE.TER.CUAT.BA.MA.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","6.59343004226685","..","..","..","..","12.671199798584","..","..","..","..",".."
Bhutan,"BTN","Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)","SE.TER.CUAT.BA.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","4.54776000976563","..","..","..","..","10.1993703842163","..","..","..","..",".."
Bhutan,"BTN","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","5.84357023239136","..","..","..","..","23.5688304901123","..","..","..","..",".."
Bhutan,"BTN","Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)","SE.SEC.CUAT.LO.MA.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","13.4797096252441","..","..","..","..","32.3101387023926","..","..","..","..",".."
Bhutan,"BTN","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","9.59809970855713","..","..","..","..","28.2215900421143","..","..","..","..",".."
Bhutan,"BTN","Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.PO.FE.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","2.89704990386963","..","..","..","..","7.98658990859985","..","..","..","..",".."
Bhutan,"BTN","Educational attainment, at least completed post-secondary, population 25+, male (%) (cumulative)","SE.SEC.CUAT.PO.MA.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","7.9470100402832","..","..","..","..","13.6493902206421","..","..","..","..",".."
Bhutan,"BTN","Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.PO.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","5.38001012802124","..","..","..","..","11.0007400512695","..","..","..","..",".."
Bhutan,"BTN","Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)","SE.PRM.CUAT.FE.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","14.7237796783447","..","..","..","..","26.7455806732178","..","..","..","..",".."
Bhutan,"BTN","Educational attainment, at least completed primary, population 25+ years, male (%) (cumulative)","SE.PRM.CUAT.MA.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","26.3274803161621","..","..","..","..","37.2862396240234","..","..","..","..",".."
Bhutan,"BTN","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","SE.PRM.CUAT.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","20.4290790557861","..","..","..","..","32.3560791015625","..","..","..","..",".."
Bhutan,"BTN","Educational attainment, at least completed short-cycle tertiary, population 25+, female (%) (cumulative)","SE.TER.CUAT.ST.FE.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","2.56905007362366","..","..","..","..","7.38642978668213","..","..","..","..",".."
Bhutan,"BTN","Educational attainment, at least completed short-cycle tertiary, population 25+, male (%) (cumulative)","SE.TER.CUAT.ST.MA.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","6.59343004226685","..","..","..","..","12.671199798584","..","..","..","..",".."
Bhutan,"BTN","Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)","SE.TER.CUAT.ST.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","4.54776000976563","..","..","..","..","10.1993703842163","..","..","..","..",".."
Bhutan,"BTN","Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.UP.FE.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","2.9302499294281","..","..","..","..","13.7846403121948","..","..","..","..",".."
Bhutan,"BTN","Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)","SE.SEC.CUAT.UP.MA.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","8.16839981079102","..","..","..","..","20.4181804656982","..","..","..","..",".."
Bhutan,"BTN","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.UP.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","5.50574016571045","..","..","..","..","17.3154907226563","..","..","..","..",".."
Bhutan,"BTN","Educational attainment, at least Master's or equivalent, population 25+, female (%) (cumulative)","SE.TER.CUAT.MS.FE.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","0.370689988136292","..","..","..","..","1.2627899646759","..","..","..","..",".."
Bhutan,"BTN","Educational attainment, at least Master's or equivalent, population 25+, male (%) (cumulative)","SE.TER.CUAT.MS.MA.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","1.13358998298645","..","..","..","..","2.9386100769043","..","..","..","..",".."
Bhutan,"BTN","Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)","SE.TER.CUAT.MS.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","0.745790004730225","..","..","..","..","2.15477991104126","..","..","..","..",".."
Bhutan,"BTN","Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)","SE.TER.CUAT.DO.FE.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","0.0311299990862608","..","..","..","..","0.113779999315739","..","..","..","..",".."
Bhutan,"BTN","Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)","SE.TER.CUAT.DO.MA.ZS","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","0.138380005955696","..","..","..","..","0.266099989414215","..","..","..","..",".."
